species,xc_id,chunk_index,file_path,duration_sec,source_file
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",6,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk006.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",7,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk007.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",8,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk008.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",9,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk009.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",10,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk010.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",11,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk011.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",12,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk012.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",13,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk013.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",14,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk014.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",15,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk015.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",16,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk016.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,",17,"data\processed\Common_Goldeneye\XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,_chunk017.wav",10.0,"XC1102323-260221--0707--Common-Goldeneye-Vernon-River-Bridge,-amcr,bcch,cora,.wav"
Common_Goldeneye,XC110325-Knipa-2012-04-27,0,data\processed\Common_Goldeneye\XC110325-Knipa-2012-04-27_chunk000.wav,10.0,XC110325-Knipa-2012-04-27.mp3
Common_Goldeneye,XC110325-Knipa-2012-04-27,1,data\processed\Common_Goldeneye\XC110325-Knipa-2012-04-27_chunk001.wav,10.0,XC110325-Knipa-2012-04-27.mp3
Common_Goldeneye,XC110325-Knipa-2012-04-27,2,data\processed\Common_Goldeneye\XC110325-Knipa-2012-04-27_chunk002.wav,10.0,XC110325-Knipa-2012-04-27.mp3
Common_Goldeneye,XC173918-bucephala_clangula_notecka_chlebowo_wielkopolskie_12.04.2014_0909,0,data\processed\Common_Goldeneye\XC173918-bucephala_clangula_notecka_chlebowo_wielkopolskie_12.04.2014_0909_chunk000.wav,10.0,XC173918-bucephala_clangula_notecka_chlebowo_wielkopolskie_12.04.2014_0909.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,0,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk000.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,1,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk001.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,2,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk002.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,3,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk003.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,4,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk004.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,5,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk005.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,6,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk006.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197022-Knipa-(2014-04-19,7,data\processed\Common_Goldeneye\XC197022-Knipa-(2014-04-19_chunk007.wav,10.0,XC197022-Knipa-(2014-04-19 06.33)-LS114426.mp3
Common_Goldeneye,XC197023-Knipa-(2014-04-19,0,data\processed\Common_Goldeneye\XC197023-Knipa-(2014-04-19_chunk000.wav,10.0,XC197023-Knipa-(2014-04-19 10.04)-LS114440.mp3
Common_Goldeneye,XC197023-Knipa-(2014-04-19,1,data\processed\Common_Goldeneye\XC197023-Knipa-(2014-04-19_chunk001.wav,10.0,XC197023-Knipa-(2014-04-19 10.04)-LS114440.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,0,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk000.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,1,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk001.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,2,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk002.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,3,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk003.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,4,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk004.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,5,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk005.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,6,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk006.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,7,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk007.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58,8,data\processed\Common_Goldeneye\XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58_chunk008.wav,10.0,XC202285-bucephala_clangula_Poland_Jarek_Matusiak_20141111_58.mp3
Common_Goldeneye,XC210484-140609_0438-Bucephala,0,data\processed\Common_Goldeneye\XC210484-140609_0438-Bucephala_chunk000.wav,10.0,XC210484-140609_0438-Bucephala clangula.mp3
Common_Goldeneye,XC210484-140609_0438-Bucephala,1,data\processed\Common_Goldeneye\XC210484-140609_0438-Bucephala_chunk001.wav,10.0,XC210484-140609_0438-Bucephala clangula.mp3
Common_Goldeneye,XC210484-140609_0438-Bucephala,2,data\processed\Common_Goldeneye\XC210484-140609_0438-Bucephala_chunk002.wav,10.0,XC210484-140609_0438-Bucephala clangula.mp3
Common_Goldeneye,XC210484-140609_0438-Bucephala,3,data\processed\Common_Goldeneye\XC210484-140609_0438-Bucephala_chunk003.wav,10.0,XC210484-140609_0438-Bucephala clangula.mp3
Common_Goldeneye,XC210484-140609_0438-Bucephala,4,data\processed\Common_Goldeneye\XC210484-140609_0438-Bucephala_chunk004.wav,10.0,XC210484-140609_0438-Bucephala clangula.mp3
Common_Goldeneye,"XC448262--Knipa-vingljud-Amperna,",0,"data\processed\Common_Goldeneye\XC448262--Knipa-vingljud-Amperna,_chunk000.wav",10.0,"XC448262--Knipa-vingljud-Amperna, Brevik Vg-(2017-04-23 10.14)-LS140651.mp3"
Common_Goldeneye,"XC448262--Knipa-vingljud-Amperna,",1,"data\processed\Common_Goldeneye\XC448262--Knipa-vingljud-Amperna,_chunk001.wav",10.0,"XC448262--Knipa-vingljud-Amperna, Brevik Vg-(2017-04-23 10.14)-LS140651.mp3"
Common_Goldeneye,XC507254-Bcla,0,data\processed\Common_Goldeneye\XC507254-Bcla_chunk000.wav,10.0,XC507254-Bcla Pöntössä.mp3
Common_Goldeneye,XC507254-Bcla,1,data\processed\Common_Goldeneye\XC507254-Bcla_chunk001.wav,10.0,XC507254-Bcla Pöntössä.mp3
Common_Goldeneye,XC507254-Bcla,2,data\processed\Common_Goldeneye\XC507254-Bcla_chunk002.wav,10.0,XC507254-Bcla Pöntössä.mp3
Common_Goldeneye,"XC511551-Brilduiker,",0,"data\processed\Common_Goldeneye\XC511551-Brilduiker,_chunk000.wav",10.0,"XC511551-Brilduiker, wingbeats, 2910119, 0305 uur.mp3"
Common_Goldeneye,"XC511551-Brilduiker,",1,"data\processed\Common_Goldeneye\XC511551-Brilduiker,_chunk001.wav",10.0,"XC511551-Brilduiker, wingbeats, 2910119, 0305 uur.mp3"
Common_Goldeneye,XC531106-MixPre-135,0,data\processed\Common_Goldeneye\XC531106-MixPre-135_chunk000.wav,10.0,XC531106-MixPre-135 (2) gągoł skrzydła.mp3
Common_Goldeneye,XC531106-MixPre-135,1,data\processed\Common_Goldeneye\XC531106-MixPre-135_chunk001.wav,10.0,XC531106-MixPre-135 (2) gągoł skrzydła.mp3
Common_Goldeneye,XC558930-Knipa_06,0,data\processed\Common_Goldeneye\XC558930-Knipa_06_chunk000.wav,10.0,XC558930-Knipa_06.mp3
Common_Goldeneye,XC579754-Geye-13,0,data\processed\Common_Goldeneye\XC579754-Geye-13_chunk000.wav,10.0,XC579754-Geye-13.mp3
Common_Goldeneye,XC579754-Geye-13,1,data\processed\Common_Goldeneye\XC579754-Geye-13_chunk001.wav,10.0,XC579754-Geye-13.mp3
Common_Goldeneye,XC579754-Geye-13,2,data\processed\Common_Goldeneye\XC579754-Geye-13_chunk002.wav,10.0,XC579754-Geye-13.mp3
Common_Goldeneye,XC579754-Geye-13,3,data\processed\Common_Goldeneye\XC579754-Geye-13_chunk003.wav,10.0,XC579754-Geye-13.mp3
Common_Goldeneye,XC579754-Geye-13,4,data\processed\Common_Goldeneye\XC579754-Geye-13_chunk004.wav,10.0,XC579754-Geye-13.mp3
Common_Goldeneye,XC579754-Geye-13,5,data\processed\Common_Goldeneye\XC579754-Geye-13_chunk005.wav,10.0,XC579754-Geye-13.mp3
Common_Goldeneye,XC590646-Geye-07,0,data\processed\Common_Goldeneye\XC590646-Geye-07_chunk000.wav,10.0,XC590646-Geye-07.mp3
Common_Goldeneye,XC590646-Geye-07,1,data\processed\Common_Goldeneye\XC590646-Geye-07_chunk001.wav,10.0,XC590646-Geye-07.mp3
Common_Goldeneye,XC620504-JAREK-MATUSIAK-A-1064,0,data\processed\Common_Goldeneye\XC620504-JAREK-MATUSIAK-A-1064_chunk000.wav,10.0,XC620504-JAREK-MATUSIAK-A-1064 (2) gąłoły super.mp3
Common_Goldeneye,XC620504-JAREK-MATUSIAK-A-1064,1,data\processed\Common_Goldeneye\XC620504-JAREK-MATUSIAK-A-1064_chunk001.wav,10.0,XC620504-JAREK-MATUSIAK-A-1064 (2) gąłoły super.mp3
Common_Goldeneye,XC621977-JAREK-MATUSIAK-A-1059,0,data\processed\Common_Goldeneye\XC621977-JAREK-MATUSIAK-A-1059_chunk000.wav,10.0,XC621977-JAREK-MATUSIAK-A-1059 (7) gągoły (2).mp3
Common_Goldeneye,XC621977-JAREK-MATUSIAK-A-1059,1,data\processed\Common_Goldeneye\XC621977-JAREK-MATUSIAK-A-1059_chunk001.wav,10.0,XC621977-JAREK-MATUSIAK-A-1059 (7) gągoły (2).mp3
Common_Goldeneye,XC621980-JAREK-MATUSIAK-A-1057,0,data\processed\Common_Goldeneye\XC621980-JAREK-MATUSIAK-A-1057_chunk000.wav,10.0,XC621980-JAREK-MATUSIAK-A-1057 (2) gągoły nieźle.mp3
Common_Goldeneye,XC621980-JAREK-MATUSIAK-A-1057,1,data\processed\Common_Goldeneye\XC621980-JAREK-MATUSIAK-A-1057_chunk001.wav,10.0,XC621980-JAREK-MATUSIAK-A-1057 (2) gągoły nieźle.mp3
Common_Goldeneye,XC621980-JAREK-MATUSIAK-A-1057,2,data\processed\Common_Goldeneye\XC621980-JAREK-MATUSIAK-A-1057_chunk002.wav,10.0,XC621980-JAREK-MATUSIAK-A-1057 (2) gągoły nieźle.mp3
Common_Goldeneye,XC621980-JAREK-MATUSIAK-A-1057,3,data\processed\Common_Goldeneye\XC621980-JAREK-MATUSIAK-A-1057_chunk003.wav,10.0,XC621980-JAREK-MATUSIAK-A-1057 (2) gągoły nieźle.mp3
Common_Goldeneye,XC621980-JAREK-MATUSIAK-A-1057,4,data\processed\Common_Goldeneye\XC621980-JAREK-MATUSIAK-A-1057_chunk004.wav,10.0,XC621980-JAREK-MATUSIAK-A-1057 (2) gągoły nieźle.mp3
Common_Goldeneye,XC621980-JAREK-MATUSIAK-A-1057,5,data\processed\Common_Goldeneye\XC621980-JAREK-MATUSIAK-A-1057_chunk005.wav,10.0,XC621980-JAREK-MATUSIAK-A-1057 (2) gągoły nieźle.mp3
Common_Goldeneye,XC621985-JAREK-MATUSIAK-A-1060,0,data\processed\Common_Goldeneye\XC621985-JAREK-MATUSIAK-A-1060_chunk000.wav,10.0,XC621985-JAREK-MATUSIAK-A-1060 (2) gągoły bielik.mp3
Common_Goldeneye,XC621985-JAREK-MATUSIAK-A-1060,1,data\processed\Common_Goldeneye\XC621985-JAREK-MATUSIAK-A-1060_chunk001.wav,10.0,XC621985-JAREK-MATUSIAK-A-1060 (2) gągoły bielik.mp3
Common_Goldeneye,XC621985-JAREK-MATUSIAK-A-1060,2,data\processed\Common_Goldeneye\XC621985-JAREK-MATUSIAK-A-1060_chunk002.wav,10.0,XC621985-JAREK-MATUSIAK-A-1060 (2) gągoły bielik.mp3
Common_Goldeneye,XC621985-JAREK-MATUSIAK-A-1060,3,data\processed\Common_Goldeneye\XC621985-JAREK-MATUSIAK-A-1060_chunk003.wav,10.0,XC621985-JAREK-MATUSIAK-A-1060 (2) gągoły bielik.mp3
Common_Goldeneye,XC621985-JAREK-MATUSIAK-A-1060,4,data\processed\Common_Goldeneye\XC621985-JAREK-MATUSIAK-A-1060_chunk004.wav,10.0,XC621985-JAREK-MATUSIAK-A-1060 (2) gągoły bielik.mp3
Common_Goldeneye,XC621985-JAREK-MATUSIAK-A-1060,5,data\processed\Common_Goldeneye\XC621985-JAREK-MATUSIAK-A-1060_chunk005.wav,10.0,XC621985-JAREK-MATUSIAK-A-1060 (2) gągoły bielik.mp3
Common_Goldeneye,XC621985-JAREK-MATUSIAK-A-1060,6,data\processed\Common_Goldeneye\XC621985-JAREK-MATUSIAK-A-1060_chunk006.wav,10.0,XC621985-JAREK-MATUSIAK-A-1060 (2) gągoły bielik.mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,0,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk000.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,1,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk001.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,2,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk002.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,3,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk003.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,4,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk004.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,5,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk005.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,6,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk006.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,7,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk007.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC621986-JAREK-MATUSIAK-A-1061,8,data\processed\Common_Goldeneye\XC621986-JAREK-MATUSIAK-A-1061_chunk008.wav,10.0,XC621986-JAREK-MATUSIAK-A-1061 (3) gągoły duże stado skrzydła (2).mp3
Common_Goldeneye,XC641760-Knipa_11,0,data\processed\Common_Goldeneye\XC641760-Knipa_11_chunk000.wav,10.0,XC641760-Knipa_11.mp3
Common_Goldeneye,XC641760-Knipa_11,1,data\processed\Common_Goldeneye\XC641760-Knipa_11_chunk001.wav,10.0,XC641760-Knipa_11.mp3
Common_Goldeneye,XC641760-Knipa_11,2,data\processed\Common_Goldeneye\XC641760-Knipa_11_chunk002.wav,10.0,XC641760-Knipa_11.mp3
Common_Goldeneye,XC643310-2010427_0732_[A]_knipa_vingljud_Gåcksätertjärn_[Telinga+Zoom]_edit,0,data\processed\Common_Goldeneye\XC643310-2010427_0732_[A]_knipa_vingljud_Gåcksätertjärn_[Telinga+Zoom]_edit_chunk000.wav,10.0,XC643310-2010427_0732_[A]_knipa_vingljud_Gåcksätertjärn_[Telinga+Zoom]_edit.mp3
Common_Goldeneye,XC643310-2010427_0732_[A]_knipa_vingljud_Gåcksätertjärn_[Telinga+Zoom]_edit,1,data\processed\Common_Goldeneye\XC643310-2010427_0732_[A]_knipa_vingljud_Gåcksätertjärn_[Telinga+Zoom]_edit_chunk001.wav,10.0,XC643310-2010427_0732_[A]_knipa_vingljud_Gåcksätertjärn_[Telinga+Zoom]_edit.mp3
Common_Goldeneye,XC718820-Knipa_15,0,data\processed\Common_Goldeneye\XC718820-Knipa_15_chunk000.wav,10.0,XC718820-Knipa_15.mp3
Common_Goldeneye,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+,0,data\processed\Common_Goldeneye\XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+_chunk000.wav,10.0,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+.mp3
Common_Goldeneye,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+,1,data\processed\Common_Goldeneye\XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+_chunk001.wav,10.0,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+.mp3
Common_Goldeneye,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+,2,data\processed\Common_Goldeneye\XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+_chunk002.wav,10.0,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+.mp3
Common_Goldeneye,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+,3,data\processed\Common_Goldeneye\XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+_chunk003.wav,10.0,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+.mp3
Common_Goldeneye,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+,4,data\processed\Common_Goldeneye\XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+_chunk004.wav,10.0,XC765958-Garrot-à-oeil-d-or-sifflements-d-ailes-+.mp3
Common_Goldeneye,XC792699-Knipa_19,0,data\processed\Common_Goldeneye\XC792699-Knipa_19_chunk000.wav,10.0,XC792699-Knipa_19.mp3
Common_Goldeneye,XC792699-Knipa_19,1,data\processed\Common_Goldeneye\XC792699-Knipa_19_chunk001.wav,10.0,XC792699-Knipa_19.mp3
Common_Goldeneye,XC792699-Knipa_19,2,data\processed\Common_Goldeneye\XC792699-Knipa_19_chunk002.wav,10.0,XC792699-Knipa_19.mp3
Common_Goldeneye,XC792699-Knipa_19,3,data\processed\Common_Goldeneye\XC792699-Knipa_19_chunk003.wav,10.0,XC792699-Knipa_19.mp3
Common_Goldeneye,XC792699-Knipa_19,4,data\processed\Common_Goldeneye\XC792699-Knipa_19_chunk004.wav,10.0,XC792699-Knipa_19.mp3
