taxon_id,sci,en_inat,en_birdnet,ja,family,order,obs_count,last_observed,status,group,birdproject,data_source,notes,xc_sci,model_label
12051.0,Lanius bucephalus,Bull-headed Shrike,Bull-headed Shrike,,,,83.0,2026-06-05,candidate,,,xeno-canto,,,Lanius bucephalus_Bull-headed Shrike
2927.0,Streptopelia orientalis,Oriental Turtle-Dove,Oriental Turtle-Dove,,,,79.0,2026-06-05,candidate,,,xeno-canto,,,Streptopelia orientalis_Oriental Turtle-Dove
145087.0,Turdus eunomus,Dusky Thrush,Dusky Thrush,,,,75.0,2026-06-05,candidate,,,xeno-canto,,,Turdus eunomus_Dusky Thrush
518169.0,Sittiparus varius,Varied Tit,Varied Tit,,,,71.0,2026-06-05,candidate,,,xeno-canto,,,Sittiparus varius_Varied Tit
3729.0,Platalea minor,Black-faced Spoonbill,Black-faced Spoonbill,,,,66.0,2026-06-05,candidate,,,xeno-canto,,,
3857.0,Calidris alpina,Dunlin,Dunlin,,,,58.0,2026-06-05,candidate,,,xeno-canto,,,Calidris alpina_Dunlin
13688.0,Motacilla cinerea,Grey Wagtail,Grey Wagtail,,,,57.0,2026-06-05,candidate,,,xeno-canto,,,Motacilla cinerea_Grey Wagtail
792952.0,Yungipicus kizuki,Japanese Pygmy Woodpecker,Japanese Pygmy Woodpecker,,,,56.0,2026-06-05,candidate,,,xeno-canto,,,Yungipicus kizuki_Japanese Pygmy Woodpecker
144500.0,Saundersilarus saundersi,Saunders's Gull,Saunders's Gull,,,,53.0,2026-06-05,candidate,,,xeno-canto,,Chroicocephalus saundersi,Saundersilarus saundersi_Saunders's Gull
4208.0,Podiceps cristatus,Great Crested Grebe,Great Crested Grebe,,,,50.0,2026-06-05,candidate,,,xeno-canto,,,Podiceps cristatus_Great Crested Grebe
13702.0,Motacilla grandis,Japanese Wagtail,Japanese Wagtail,,,,48.0,2026-06-05,candidate,,,xeno-canto,,,Motacilla grandis_Japanese Wagtail
3731.0,Platalea leucorodia,Eurasian Spoonbill,Eurasian Spoonbill,,,,47.0,2026-06-05,candidate,,,xeno-canto,,,Platalea leucorodia_Eurasian Spoonbill
7278.0,Aegithalos caudatus,Long-tailed Tit,Long-tailed Tit,,,,45.0,2026-06-05,candidate,,,xeno-canto,,,Aegithalos caudatus_Long-tailed Tit
3978.0,Actitis hypoleucos,Common Sandpiper,Common Sandpiper,,,,44.0,2026-06-05,candidate,,,xeno-canto,,,Actitis hypoleucos_Common Sandpiper
2599.0,Alcedo atthis,Common Kingfisher,Common Kingfisher,,,,43.0,2026-06-05,candidate,,,xeno-canto,,,Alcedo atthis_Common Kingfisher
7067.0,Tadorna tadorna,Common Shelduck,Common Shelduck,,,,42.0,2026-06-05,candidate,,,xeno-canto,,,Tadorna tadorna_Common Shelduck
1505620.0,Anarhynchus alexandrinus,Kentish Plover,Kentish Plover,,,,41.0,2026-06-05,candidate,,,xeno-canto,,,
4857.0,Vanellus vanellus,Northern Lapwing,Northern Lapwing,,,,40.0,2026-06-05,candidate,,,xeno-canto,,,Vanellus vanellus_Northern Lapwing
1437051.0,Emberiza personata,Masked Bunting,Masked Bunting,,,,34.0,2026-06-05,candidate,,,xeno-canto,,,
324718.0,Larus vegae,Vega Gull,Vega Gull,,,,31.0,2026-06-05,candidate,,,xeno-canto,,,Larus vegae_Vega Gull
10069.0,Fringilla montifringilla,Brambling,Brambling,,,,30.0,2026-06-05,candidate,,,xeno-canto,,,Fringilla montifringilla_Brambling
508048.0,Antigone canadensis,Sandhill Crane,Sandhill Crane,,,,30.0,2026-06-05,candidate,,,xeno-canto,,,Antigone canadensis_Sandhill Crane
4293.0,Phalacrocorax capillatus,Japanese Cormorant,Japanese Cormorant,,,,29.0,2026-06-05,candidate,,,xeno-canto,,,
144289.0,Leucogeranus leucogeranus,Siberian Crane,Siberian Crane,,,,28.0,2026-06-05,candidate,,,xeno-canto,,,Leucogeranus leucogeranus_Siberian Crane
41.0,Grus grus,Common Crane,Common Crane,,,,27.0,2026-06-05,candidate,,,xeno-canto,,,Grus grus_Common Crane
3878.0,Tringa nebularia,Common Greenshank,Common Greenshank,,,,25.0,2026-06-05,candidate,,,xeno-canto,,,Tringa nebularia_Common Greenshank
486630.0,Buteo japonicus,Eastern Buzzard,Eastern Buzzard,,,,25.0,2026-06-05,candidate,,,xeno-canto,,,
5106.0,Accipiter nisus,Eurasian Sparrowhawk,Eurasian Sparrowhawk,,,,24.0,2026-06-05,candidate,,,xeno-canto,,,Accipiter nisus_Eurasian Sparrowhawk
7347.0,Alauda arvensis,Eurasian Skylark,Eurasian Skylark,,,,24.0,2026-06-05,candidate,,,xeno-canto,,,Alauda arvensis_Eurasian Skylark
201282.0,Gallinula chloropus,Common Moorhen,Common Moorhen,,,,24.0,2026-06-05,candidate,,,xeno-canto,,,Gallinula chloropus_Common Moorhen
980065.0,Horornis diphone,Japanese Bush Warbler,Japanese Bush Warbler,,,,24.0,2026-06-05,candidate,,,xeno-canto,,,Horornis diphone_Japanese Bush Warbler
9198.0,Emberiza fucata,Chestnut-eared Bunting,Chestnut-eared Bunting,,,,23.0,2026-06-05,candidate,,,xeno-canto,,,Emberiza fucata_Chestnut-eared Bunting
793321.0,Passer cinnamomeus,Russet Sparrow,Russet Sparrow,,,,22.0,2026-06-05,candidate,,,xeno-canto,,,Passer cinnamomeus_Russet Sparrow
6921.0,Cygnus olor,Mute Swan,Mute Swan,,,,20.0,2026-06-05,candidate,,,xeno-canto,,,Cygnus olor_Mute Swan
4189.0,Calonectris leucomelas,Streaked Shearwater,Streaked Shearwater,,,,19.0,2026-06-05,candidate,,,xeno-canto,,,
9207.0,Emberiza elegans,Yellow-throated Bunting,Yellow-throated Bunting,,,,19.0,2026-06-05,candidate,,,xeno-canto,,,Emberiza elegans_Yellow-throated Bunting
1580267.0,Anthus japonicus,Siberian Pipit,Siberian Pipit,,,,19.0,2026-06-05,candidate,,,xeno-canto,,,
4647.0,Falco peregrinus,Peregrine Falcon,Peregrine Falcon,,,,18.0,2026-06-05,candidate,,,xeno-canto,,,Falco peregrinus_Peregrine Falcon
145303.0,Spinus spinus,Eurasian Siskin,Eurasian Siskin,,,,18.0,2026-06-05,candidate,,,xeno-canto,,,Spinus spinus_Eurasian Siskin
472766.0,Falco tinnunculus,Eurasian Kestrel,Eurasian Kestrel,,,,18.0,2026-06-05,candidate,,,xeno-canto,,,Falco tinnunculus_Eurasian Kestrel
559064.0,Circus cyaneus,Hen Harrier,Hen Harrier,,,,17.0,2026-06-05,candidate,,,xeno-canto,,,Circus cyaneus_Hen Harrier
1446088.0,Phasianus versicolor,Green Pheasant,Green Pheasant,,,,17.0,2026-06-05,candidate,,,xeno-canto,,,
7106.0,Aix galericulata,Mandarin Duck,Mandarin Duck,,,,16.0,2026-06-05,candidate,,,xeno-canto,,,Aix galericulata_Mandarin Duck
3885.0,Tringa ochropus,Green Sandpiper,Green Sandpiper,,,,15.0,2026-06-05,candidate,,,xeno-canto,,,Tringa ochropus_Green Sandpiper
3797.0,Sula leucogaster,Brown Booby,Brown Booby,,,,14.0,2026-06-05,candidate,,,xeno-canto,,,Sula leucogaster_Brown Booby
48.0,Grus virgo,Demoiselle Crane,Demoiselle Crane,,,,13.0,2026-06-05,candidate,,,xeno-canto,,,Grus virgo_Demoiselle Crane
4835.0,Himantopus himantopus,Black-winged Stilt,Black-winged Stilt,,,,13.0,2026-06-05,candidate,,,xeno-canto,,,Himantopus himantopus_Black-winged Stilt
7851.0,Pericrocotus tegimae,Ryukyu Minivet,Ryukyu Minivet,,,,13.0,2026-06-05,candidate,,,xeno-canto,,,Pericrocotus tegimae_Ryukyu Minivet
144458.0,Pernis ptilorhynchus,Oriental Honey-buzzard,Oriental Honey-buzzard,,,,13.0,2026-06-05,candidate,,,xeno-canto,,,Pernis ptilorhynchus_Oriental Honey-buzzard
3852.0,Calidris tenuirostris,Great Knot,Great Knot,,,,12.0,2026-06-05,candidate,,,xeno-canto,,,
3854.0,Calidris ruficollis,Red-necked Stint,Red-necked Stint,,,,12.0,2026-06-05,candidate,,,xeno-canto,,,Calidris ruficollis_Red-necked Stint
4560.0,Synthliboramphus wumizusume,Japanese Murrelet,Japanese Murrelet,,,,12.0,2026-06-05,candidate,,,xeno-canto,,,
4843.0,Haematopus ostralegus,Eurasian Oystercatcher,Eurasian Oystercatcher,,,,12.0,2026-06-05,candidate,,,xeno-canto,,,Haematopus ostralegus_Eurasian Oystercatcher
7014.0,Anser cygnoides,Swan Goose,Swan Goose,,,,12.0,2026-06-05,candidate,,,xeno-canto,,,Anser cygnoides_Swan Goose
14850.0,Sturnus vulgaris,European Starling,European Starling,,,,12.0,2026-06-05,candidate,,,xeno-canto,,,Sturnus vulgaris_European Starling
793469.0,Regulus regulus,Goldcrest,Goldcrest,,,,12.0,2026-06-05,candidate,,,xeno-canto,,,Regulus regulus_Goldcrest
4366.0,Larus schistisagus,Slaty-backed Gull,Slaty-backed Gull,,,,11.0,2026-06-05,candidate,,,xeno-canto,,,Larus schistisagus_Slaty-backed Gull
13678.0,Remiz consobrinus,Chinese Penduline-Tit,Chinese Penduline-Tit,,,,11.0,2026-06-05,candidate,,,xeno-canto,,,Remiz consobrinus_Chinese Penduline-Tit
15560.0,Leiothrix lutea,Red-billed Leiothrix,Red-billed Leiothrix,,,,11.0,2026-06-05,candidate,,,xeno-canto,,,
210941.0,Tarsiger cyanurus,Red-flanked Bluetail,Red-flanked Bluetail,,,,11.0,2026-06-05,candidate,,,xeno-canto,,,Tarsiger cyanurus_Red-flanked Bluetail
9201.0,Emberiza schoeniclus,Reed Bunting,Reed Bunting,,,,10.0,2026-06-05,candidate,,,xeno-canto,,,Emberiza schoeniclus_Reed Bunting
4981.0,Nycticorax nycticorax,Black-crowned Night Heron,Black-crowned Night Heron,,,,9.0,2026-06-05,candidate,,,xeno-canto,,,Nycticorax nycticorax_Black-crowned Night Heron
7019.0,Anser albifrons,Greater White-fronted Goose,Greater White-fronted Goose,,,,9.0,2026-06-05,candidate,,,xeno-canto,,,Anser albifrons_Greater White-fronted Goose
7192.0,Mergellus albellus,Smew,Smew,,,,9.0,2026-06-05,candidate,,,xeno-canto,,,Mergellus albellus_Smew
318836.0,Gallinago gallinago,Common Snipe,Common Snipe,,,,9.0,2026-06-05,candidate,,,xeno-canto,,,Gallinago gallinago_Common Snipe
1580336.0,Thinornis dubius,Little Ringed Plover,Little Ringed Plover,,,,9.0,2026-06-05,candidate,,,xeno-canto,,,
7642.0,Cinclus pallasii,Brown Dipper,Brown Dipper,,,,8.0,2026-06-05,candidate,,,xeno-canto,,,Cinclus pallasii_Brown Dipper
9188.0,Emberiza rustica,Rustic Bunting,Rustic Bunting,,,,8.0,2026-06-05,candidate,,,xeno-canto,,,Emberiza rustica_Rustic Bunting
144489.0,Tringa brevipes,Grey-tailed Tattler,Grey-tailed Tattler,,,,8.0,2026-06-05,candidate,,,xeno-canto,,,Tringa brevipes_Grey-tailed Tattler
1159.0,Syrmaticus soemmerringii,Copper Pheasant,Copper Pheasant,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,
3424.0,Treron sieboldii,White-bellied Green-Pigeon,White-bellied Green-Pigeon,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,
4947.0,Egretta sacra,Pacific Reef Heron,Pacific Reef Heron,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,
5377.0,Butastur indicus,Gray-faced Buzzard,Gray-faced Buzzard,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,
7697.0,Cisticola juncidis,Zitting Cisticola,Zitting Cisticola,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,Cisticola juncidis_Zitting Cisticola
11876.0,Delichon dasypus,Asian House Martin,Asian House Martin,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,Delichon dasypus_Asian House Martin
13721.0,Anthus cervinus,Red-throated Pipit,Red-throated Pipit,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,Anthus cervinus_Red-throated Pipit
558445.0,Ardea intermedia,Medium Egret,Medium Egret,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,
1579015.0,Astur gentilis,Eurasian Goshawk,Eurasian Goshawk,,,,7.0,2026-06-05,candidate,,,xeno-canto,,,Astur gentilis_Eurasian Goshawk
3882.0,Tringa erythropus,Spotted Redshank,Spotted Redshank,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Tringa erythropus_Spotted Redshank
3951.0,Limosa lapponica,Bar-tailed Godwit,Bar-tailed Godwit,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Limosa lapponica_Bar-tailed Godwit
4356.0,Larus canus,Common Gull,Common Gull,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Larus canus_Common Gull
4875.0,Vanellus cinereus,Grey-headed Lapwing,Grey-headed Lapwing,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Vanellus cinereus_Grey-headed Lapwing
4883.0,Recurvirostra avosetta,Pied Avocet,Pied Avocet,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Recurvirostra avosetta_Pied Avocet
7018.0,Anser anser,Greylag Goose,Greylag Goose,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Anser anser_Greylag Goose
13724.0,Anthus hodgsoni,Olive-backed Pipit,Olive-backed Pipit,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Anthus hodgsoni_Olive-backed Pipit
19910.0,Strix uralensis,Ural Owl,Ural Owl,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Strix uralensis_Ural Owl
339594.0,Calidris falcinellus,Broad-billed Sandpiper,Broad-billed Sandpiper,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,Calidris falcinellus_Broad-billed Sandpiper
1636180.0,Butorides atricapilla,Little Heron,Little Heron,,,,6.0,2026-06-05,candidate,,,xeno-canto,,,
3072.0,Columba janthina,Black Wood-Pigeon,Black Wood-Pigeon,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,
3845.0,Calidris canutus,Red Knot,Red Knot,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Calidris canutus_Red Knot
3888.0,Tringa glareola,Wood Sandpiper,Wood Sandpiper,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Tringa glareola_Wood Sandpiper
3947.0,Limosa limosa,Black-tailed Godwit,Black-tailed Godwit,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Limosa limosa_Black-tailed Godwit
4739.0,Ciconia boyciana,Oriental Stork,Oriental Stork,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,
10535.0,Eophona personata,Japanese Grosbeak,Japanese Grosbeak,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,
13726.0,Anthus richardi,Richard's Pipit,Richard's Pipit,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Anthus richardi_Richard's Pipit
18367.0,Picus awokera,Japanese Green Woodpecker,Japanese Green Woodpecker,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Picus awokera_Japanese Green Woodpecker
144792.0,Cecropis daurica,Eastern Red-rumped Swallow,Eastern Red-rumped Swallow,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Cecropis daurica_Eastern Red-rumped Swallow
145207.0,Motacilla tschutschensis,Eastern Yellow Wagtail,Eastern Yellow Wagtail,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Motacilla tschutschensis_Eastern Yellow Wagtail
558429.0,Spatula querquedula,Garganey,Garganey,,,,5.0,2026-06-05,candidate,,,xeno-canto,,,Spatula querquedula_Garganey
1585373.0,Bubulcus coromandus,Eastern Cattle-Egret,Eastern Cattle-Egret,,,,5.0,2026-06-05,candidate,,,xeno-canto,genus Ardea→Bubulcus(eBird統一),,
2556.0,Megaceryle lugubris,Crested Kingfisher,Crested Kingfisher,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,
3863.0,Calidris ferruginea,Curlew Sandpiper,Curlew Sandpiper,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Calidris ferruginea_Curlew Sandpiper
3873.0,Limnodromus scolopaceus,Long-billed Dowitcher,Long-billed Dowitcher,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Limnodromus scolopaceus_Long-billed Dowitcher
3879.0,Tringa totanus,Common Redshank,Common Redshank,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Tringa totanus_Common Redshank
3969.0,Xenus cinereus,Terek Sandpiper,Terek Sandpiper,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Xenus cinereus_Terek Sandpiper
4672.0,Falco columbarius,Merlin,Merlin,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Falco columbarius_Merlin
4896.0,Pluvialis fulva,Pacific Golden-Plover,Pacific Golden-Plover,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Pluvialis fulva_Pacific Golden-Plover
7013.0,Anser erythropus,Lesser White-fronted Goose,Lesser White-fronted Goose,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Anser erythropus_Lesser White-fronted Goose
7055.0,Aythya nyroca,Ferruginous Duck,Ferruginous Duck,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,
9801.0,Coccothraustes coccothraustes,Hawfinch,Hawfinch,,,,4.0,2026-06-05,candidate,,,xeno-canto,,,Coccothraustes coccothraustes_Hawfinch
